Order,Level,Code,Parent,Code_comm,Parent,Description_complex,Description
1656036,3,271300000080,270021000090,27.13,27,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals","Petroleum coke, petroleum bitumen and other residues of petroleum oil or of oil obtained from bituminous minerals, n.e.s."
1656037,4,271311000010,271300000080,,27.13,- Petroleum coke,
1656038,5,271311000080,271311000010,2713.11,,-- Not calcined,"Petroleum coke, non-calcined"
1656039,5,271312000080,271311000010,2713.12,,-- Calcined,"Petroleum coke, calcined"
1656040,4,271320000080,271300000080,2713.2,27.13,- Petroleum bitumen,Petroleum bitumen
1656041,4,271390000080,271300000080,2713.9,27.13,- Other residues of petroleum oils or of oils obtained from bituminous minerals,Residues of petroleum oil or of oil obtained from bituminous minerals (excl. petroleum coke and petroleum bitumen)
1656042,3,271400000080,270021000090,27.14,27,"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic rocks","Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic rocks"
1656043,4,271410000080,271400000080,2714.1,27.14,- Bituminous or oil-shale and tar sands,Bituminous or oil-shale and tar sands
1656044,4,271490000080,271400000080,2714.9,27.14,- Other,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks"
1656045,3,271500000080,270021000090,2715,27,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs)","Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch"
1656046,3,271600000080,270021000090,2716,27,Electrical energy,Electrical energy
1656047,1,280011000090,,VI,,SECTION VI - PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES
1656048,2,280021000090,280011000090,28,VI,"CHAPTER 28 - INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES"
1656049,3,280100000010,280021000090,,28,I. CHEMICAL ELEMENTS,
1656050,3,280100000080,280021000090,28.01,28,"Fluorine, chlorine, bromine and iodine","Fluorine, chlorine, bromine and iodine"
1656051,4,280110000080,280100000080,2801.1,28.01,- Chlorine,Chlorine
1656052,4,280120000080,280100000080,2801.2,28.01,- Iodine,Iodine
1656053,4,280130000080,280100000080,2801.3,28.01,- Fluorine; bromine,Fluorine; bromine
1656054,3,280200000080,280021000090,2802,28,"Sulphur, sublimed or precipitated; colloidal sulphur","Sulphur, sublimed or precipitated; colloidal sulphur"
1656055,3,280300000080,280021000090,2803,28,Carbon (carbon blacks and other forms of carbon not elsewhere specified or included),"Carbon ""carbon blacks and other forms of carbon"", n.e.s."
1656056,3,280400000080,280021000090,28.04,28,"Hydrogen, rare gases and other non-metals","Hydrogen, rare gases and other non-metals"
1656057,4,280410000080,280400000080,2804.1,28.04,- Hydrogen,Hydrogen
1656058,4,280421000010,280400000080,,28.04,- Rare gases,
1656059,5,280421000080,280421000010,2804.21,,-- Argon,Argon
1656060,5,280429000080,280421000010,2804.29,,-- Other,Rare gases (excl. argon)
1656061,4,280430000080,280400000080,2804.3,28.04,- Nitrogen,Nitrogen
1656062,4,280440000080,280400000080,2804.4,28.04,- Oxygen,Oxygen
1656063,4,280450000080,280400000080,2804.5,28.04,- Boron; tellurium,Boron; tellurium
1656064,4,280461000010,280400000080,,28.04,- Silicon,
1656065,5,280461000080,280461000010,2804.61,,"-- Containing by weight not less than 99,99 % of silicon","Silicon containing >= 99,99% by weight of silicon"
1656066,5,280469000080,280461000010,2804.69,,-- Other,"Silicon containing < 99,99% by weight of silicon"
1656067,4,280470000080,280400000080,2804.7,28.04,- Phosphorus,Phosphorus
1656068,4,280480000080,280400000080,2804.8,28.04,- Arsenic,Arsenic
1656069,4,280490000080,280400000080,2804.9,28.04,- Selenium,Selenium
1656070,3,280500000080,280021000090,28.05,28,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury","Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury"
1656071,4,280511000010,280500000080,,28.05,- Alkali or alkaline-earth metals,
1656072,5,280511000080,280511000010,2805.11,,-- Sodium,Sodium
1656073,5,280512000080,280511000010,2805.12,,-- Calcium,Calcium
1656074,5,280519000080,280511000010,2805.19,,-- Other,Alkali or alkaline-earth metals  (excl. sodium and calcium)
1656075,4,280530000080,280500000080,2805.3,28.05,"- Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed","Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed"
1656076,4,280540000080,280500000080,2805.4,28.05,- Mercury,Mercury
1656077,3,280600000010,280021000090,,28,II. INORGANIC ACIDS AND INORGANIC OXYGEN COMPOUNDS OF NON-METALS,
1656078,3,280600000080,280021000090,28.06,28,Hydrogen chloride (hydrochloric acid); chlorosulphuric acid,"Hydrogen chloride ""hydrochloric acid""; chlorosulphuric acid"
1656079,4,280610000080,280600000080,2806.1,28.06,- Hydrogen chloride (hydrochloric acid),"Hydrogen chloride ""hydrochloric acid"""
1656080,4,280620000080,280600000080,2806.2,28.06,- Chlorosulphuric acid,Chlorosulphuric acid
1656081,3,280700000080,280021000090,2807,28,Sulphuric acid; oleum,Sulphuric acid; oleum
1656082,3,280800000080,280021000090,2808,28,Nitric acid; sulphonitric acids,Nitric acid; sulphonitric acids
1656083,3,280900000080,280021000090,28.09,28,"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined","Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined"
1656084,4,280910000080,280900000080,2809.1,28.09,- Diphosphorus pentaoxide,Diphosphorus pentaoxide
1656085,4,280920000080,280900000080,2809.2,28.09,- Phosphoric acid and polyphosphoric acids,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined"
1656086,3,281000000080,280021000090,2810,28,Oxides of boron; boric acids,Oxides of boron; boric acids
1656087,3,281100000080,280021000090,28.11,28,Other inorganic acids and other inorganic oxygen compounds of non-metals,"Inorganic acids and inorganic oxygen compounds of non-metals (excl. hydrogen chloride ""hydrochloric acid"", chlorosulphuric acid, sulphuric acid, oleum, nitric acid, sulphonitric acids, diphosphorus pentaoxide, phosphoric acid, polyphosphoric acids, oxides of boron and boric acids)"
1656088,4,281111000010,281100000080,,28.11,- Other inorganic acids,
1656089,5,281111000080,281111000010,2811.11,,-- Hydrogen fluoride (hydrofluoric acid),"Hydrogen fluoride ""hydrofluoric acid"""
1656090,5,281112000080,281111000010,2811.12,,-- Hydrogen cyanide (hydrocyanic acid),"Hydrogen cyanide ""hydrocyanic acid"""
1656091,5,281119000080,281111000010,2811.19,,-- Other,"Inorganic acids (excl. hydrogen chloride ""hydrochloric acid"", chlorosulphuric acid, sulphuric acid, oleum, nitric acid, sulphonitric acids, phosphoric acid, polyphosphoric acids, boric acids, hydrogen fluoride ""hydrofluoric acid"" and hydrogen cyanide ""hydrocyanic acid"")"
1656092,4,281121000010,281100000080,,28.11,- Other inorganic oxygen compounds of non-metals,
1656093,5,281121000080,281121000010,2811.21,,-- Carbon dioxide,Carbon dioxide
1656094,5,281122000080,281121000010,2811.22,,-- Silicon dioxide,Silicon dioxide
1656095,5,281129000080,281121000010,2811.29,,-- Other,"Inorganic oxygen compounds of non-metals (excl. diphosphorus pentaoxide, oxides of boron, carbon dioxide and silicon dioxide)"
1656096,3,281200000010,280021000090,,28,III. HALOGEN OR SULPHUR COMPOUNDS OF NON-METALS,
1656097,3,281200000080,280021000090,28.12,28,Halides and halide oxides of non-metals,Halides and halide oxides of non-metals
1656098,4,281211000010,281200000080,,28.12,- Chlorides and chloride oxides,
1656099,5,281211000080,281211000010,2812.11,,-- Carbonyl dichloride (phosgene),"Carbonyl dichloride ""phosgene"""
1656100,5,281212000080,281211000010,2812.12,,-- Phosphorus oxychloride,Phosphorus oxychloride
1656101,5,281213000080,281211000010,2812.13,,-- Phosphorus trichloride,Phosphorus trichloride
1656102,5,281214000080,281211000010,2812.14,,-- Phosphorus pentachloride,Phosphorus pentachloride
1656103,5,281215000080,281211000010,2812.15,,-- Sulphur monochloride,Sulphur monochloride
1656104,5,281216000080,281211000010,2812.16,,-- Sulphur dichloride,Sulphur dichloride
1656105,5,281217000080,281211000010,2812.17,,-- Thionyl chloride,Thionyl chloride
1656106,5,281219000080,281211000010,2812.19,,-- Other,"Chlorides and chloride oxides (excl. carbonyl dichloride ""phosgene"", phosphorus oxy-, tri- and pentachloride, sulphur monochloride, sulphur dichloride and thionyl chloride)"
1656107,4,281290000080,281200000080,2812.9,28.12,- Other,Halides and halide oxides of non-metals (excl. chlorides and chloride oxides)
1656108,3,281300000080,280021000090,28.13,28,Sulphides of non-metals; commercial phosphorus trisulphide,Sulphides of non-metals; commercial phosphorus trisulphide
1656109,4,281310000080,281300000080,2813.1,28.13,- Carbon disulphide,Carbon disulphide
1656110,4,281390000080,281300000080,2813.9,28.13,- Other,Sulphides of non-metals (excl. carbon disulphide); commercial phosphorus trisulphide
1656111,3,281400000010,280021000090,,28,"IV. INORGANIC BASES AND OXIDES, HYDROXIDES AND PEROXIDES OF METALS",
1656112,3,281400000080,280021000090,28.14,28,"Ammonia, anhydrous or in aqueous solution","Ammonia, anhydrous or in aqueous solution"
1656113,4,281410000080,281400000080,2814.1,28.14,- Anhydrous ammonia,Anhydrous ammonia
1656114,4,281420000080,281400000080,2814.2,28.14,- Ammonia in aqueous solution,Ammonia in aqueous solution
1656115,3,281500000080,280021000090,28.15,28,Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash); peroxides of sodium or potassium,"Sodium hydroxide ""caustic soda"", potassium hydroxide ""caustic potash""; peroxides of sodium or potassium"
1656116,4,281511000010,281500000080,,28.15,- Sodium hydroxide (caustic soda),
1656117,5,281511000080,281511000010,2815.11,,-- Solid,"Sodium hydroxide ""caustic soda"" solid"
1656118,5,281512000080,281511000010,2815.12,,-- In aqueous solution (soda lye or liquid soda),"Sodium hydroxide ""caustic soda"" in aqueous solution ""soda lye or liquid soda"""
1656119,4,281520000080,281500000080,2815.2,28.15,- Potassium hydroxide (caustic potash),"Potassium hydroxide ""caustic potash"""
1656120,4,281530000080,281500000080,2815.3,28.15,- Peroxides of sodium or potassium,Peroxides of sodium or potassium
1656121,3,281600000080,280021000090,28.16,28,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium","Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium"
1656122,4,281610000080,281600000080,2816.1,28.16,- Hydroxide and peroxide of magnesium,Hydroxide and peroxide of magnesium
1656123,4,281640000080,281600000080,2816.4,28.16,"- Oxides, hydroxides and peroxides, of strontium or barium","Oxides, hydroxides and peroxides, of strontium or barium"
1656124,3,281700000080,280021000090,2817,28,Zinc oxide; zinc peroxide,Zinc oxide; zinc peroxide
1656125,3,281800000080,280021000090,28.18,28,"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide","Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide"
